"current_path","current_tree","sha256","current_wheel","current_sdist","phase1_proposed_disposition","phase2_binding_disposition","phase3_action","destination_when_retained","deletion_prerequisite","deletion_proof","final_artifact_presence"
"tests\test_utils.py","tests/","ec08ccb2c7a655f5613c4b6b3c5649c128697755bbf84879d2bd50f0f8c79605","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_verbose_logging.py","tests/","f85bb9a62dff1a733d2bb91b8393a3b9d2b7a0f494e4598e4a321948beb40554","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_verbose.py","tests/","35e3ddb399e01833061761f8a790889ef84bb467c98cff8efa5fd06ed9c5575f","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_verify_artifact.py","tests/","c57029b8576b28b94cf468b96ea8fd6afa7c131dc42e126df5555392c7337a13","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_viz.py","tests/","00da80179b7dc1b7db117f6b9366eecfdc0620aafc68f2af6c32794bc96b0d02","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_x3dh.py","tests/","baed69d740f850b234ef2c708595de05c847a4ea6e36e220c2c9b74e32e9a37e","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_x509.py","tests/","934877ddcb2c3f0870ea18357fb1cc0872a34187e97ebb2bb8e949817092bc7d","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_xchacha.py","tests/","4697143678b7cbc4278613e1dd793de96b7b448e9c1b9a2f73b0bc0eb50b63fe","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_zeroize_proc_mem.py","tests/","b349cb5b5258a4957bf76e98d4faf557b9d3bbfaff4d963b1e5d4e015d86a196","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_zeroize_pypy.py","tests/","b646d4eef786134666167f06b41a89d07f32a07129c4dfe4283dbcba25b8cd81","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_zeroize.py","tests/","9f1ba63d998f79a0339d8560ce3793ff97b5b5e0ff9d2efe14d1adf2f0c256e4","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_zksnark_stub.py","tests/","98bc1551118dd627696c4e8929f28a8ac7229e82624cd2c16a6659307a2532e6","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_zksnark.py","tests/","f97da6a49b82d951f0ff00b0c79d1eb7172bc8eee86013b27a06f58325c4d91a","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
